:START_ID,name,:END_ID,:TYPE
eccentric12,Eccentricity Q12,other4,CONTAINS
eccentric12,Eccentricity Q12,range4,CONTAINS
eccentric12,Eccentricity Q12,several4,CONTAINS
eccentric12,Eccentricity Q12,strange4,CONTAINS
eccentric13,Eccentricity Q13,make4,CONTAINS
eccentric13,Eccentricity Q13,often4,CONTAINS
eccentric13,Eccentricity Q13,other4,CONTAINS
eccentric13,Eccentricity Q13,people4,CONTAINS
eccentric13,Eccentricity Q13,range4,CONTAINS
eccentric13,Eccentricity Q13,sense4,CONTAINS
eccentric13,Eccentricity Q13,strange4,CONTAINS
eccentric13,Eccentricity Q13,thought4,CONTAINS
emotional01,Emotional Lability Q1,change4,CONTAINS
emotional01,Emotional Lability Q1,emotion4,CONTAINS
emotional01,Emotional Lability Q1,good4,CONTAINS
emotional01,Emotional Lability Q1,reason4,CONTAINS
emotional01,Emotional Lability Q1,sometime4,CONTAINS
emotional01,Emotional Lability Q1,time4,CONTAINS
emotional02,Emotional Lability Q2,acting4,CONTAINS
emotional02,Emotional Lability Q2,action4,CONTAINS
emotional02,Emotional Lability Q2,emotion4,CONTAINS
emotional02,Emotional Lability Q2,emotional4,CONTAINS
emotional02,Emotional Lability Q2,every4,CONTAINS
emotional02,Emotional Lability Q2,most4,CONTAINS
emotional02,Emotional Lability Q2,much4,CONTAINS
emotional02,Emotional Lability Q2,react4,CONTAINS
emotional02,Emotional Lability Q2,reaction4,CONTAINS
emotional02,Emotional Lability Q2,stronger4,CONTAINS
emotional03,Emotional Lability Q3,emotion4,CONTAINS
emotional03,Emotional Lability Q3,emotional4,CONTAINS
emotional03,Emotional Lability Q3,high4,CONTAINS
emotional03,Emotional Lability Q3,highly4,CONTAINS
emotional03,Emotional Lability Q3,person4,CONTAINS
emotional04,Emotional Lability Q4,easily4,CONTAINS
emotional04,Emotional Lability Q4,emotion4,CONTAINS
emotional04,Emotional Lability Q4,emotional4,CONTAINS
emotional04,Emotional Lability Q4,often4,CONTAINS
emotional04,Emotional Lability Q4,reason4,CONTAINS
emotional05,Emotional Lability Q5,emotion4,CONTAINS
emotional05,Emotional Lability Q5,know4,CONTAINS
emotional05,Emotional Lability Q5,moment4,CONTAINS
emotional05,Emotional Lability Q5,never4,CONTAINS
emotional05,Emotional Lability Q5,willing4,CONTAINS
emotional06,Emotional Lability Q6,emotion4,CONTAINS
emotional06,Emotional Lability Q6,emotional4,CONTAINS
emotional06,Emotional Lability Q6,every4,CONTAINS
emotional06,Emotional Lability Q6,over4,CONTAINS
emotional06,Emotional Lability Q6,thing4,CONTAINS
emotional07,Emotional Lability Q7,emotion4,CONTAINS
emotional07,Emotional Lability Q7,predict4,CONTAINS
emotional07,Emotional Lability Q7,unpredictable4,CONTAINS
grandiosi01,Grandiosity Q1,honest4,CONTAINS
grandiosi01,Grandiosity Q1,important4,CONTAINS
grandiosi01,Grandiosity Q1,just4,CONTAINS
grandiosi01,Grandiosity Q1,other4,CONTAINS
grandiosi01,Grandiosity Q1,people4,CONTAINS
grandiosi02,Grandiosity Q2,other4,CONTAINS
grandiosi02,Grandiosity Q2,outstanding4,CONTAINS
grandiosi02,Grandiosity Q2,possessing4,CONTAINS
grandiosi02,Grandiosity Q2,qualities4,CONTAINS
grandiosi02,Grandiosity Q2,standing4,CONTAINS
grandiosi03,Grandiosity Q3,better4,CONTAINS
grandiosi03,Grandiosity Q3,every4,CONTAINS
grandiosi03,Grandiosity Q3,most4,CONTAINS
grandiosi04,Grandiosity Q4,achieve4,CONTAINS
grandiosi04,Grandiosity Q4,anyone4,CONTAINS
grandiosi04,Grandiosity Q4,know4,CONTAINS
grandiosi04,Grandiosity Q4,most4,CONTAINS
grandiosi05,Grandiosity Q5,deserve4,CONTAINS
grandiosi05,Grandiosity Q5,special4,CONTAINS
grandiosi05,Grandiosity Q5,treat4,CONTAINS
grandiosi05,Grandiosity Q5,treatment4,CONTAINS
grandiosi06,Grandiosity Q6,deal4,CONTAINS
grandiosi06,Grandiosity Q6,important4,CONTAINS
grandiosi06,Grandiosity Q6,less4,CONTAINS
grandiosi06,Grandiosity Q6,often4,CONTAINS
grandiosi06,Grandiosity Q6,people4,CONTAINS
hostility01,Hostility Q1,irritate4,CONTAINS
hostility01,Hostility Q1,people4,CONTAINS
hostility01,Hostility Q1,snap4,CONTAINS
hostility01,Hostility Q1,thing4,CONTAINS
hostility02,Hostility Q2,mean4,CONTAINS
hostility02,Hostility Q2,need4,CONTAINS
hostility03,Hostility Q3,anger4,CONTAINS
hostility03,Hostility Q3,easily4,CONTAINS
hostility04,Hostility Q4,being4,CONTAINS
hostility04,Hostility Q4,charge4,CONTAINS
hostility04,Hostility Q4,people4,CONTAINS
hostility04,Hostility Q4,resent4,CONTAINS
hostility04,Hostility Q4,told4,CONTAINS
hostility05,Hostility Q5,short4,CONTAINS
hostility05,Hostility Q5,temper4,CONTAINS
hostility06,Hostility Q6,make4,CONTAINS
hostility06,Hostility Q6,people4,CONTAINS
hostility06,Hostility Q6,wrong4,CONTAINS
hostility07,Hostility Q7,easily4,CONTAINS
hostility07,Hostility Q7,irritate4,CONTAINS
hostility07,Hostility Q7,sort4,CONTAINS
hostility07,Hostility Q7,thing4,CONTAINS
hostility08,Hostility Q8,hostile4,CONTAINS
hostility08,Hostility Q8,pretty4,CONTAINS
hostility08,Hostility Q8,usual4,CONTAINS
hostility08,Hostility Q8,usually4,CONTAINS
hostility09,Hostility Q9,angry4,CONTAINS
hostility09,Hostility Q9,insult4,CONTAINS
hostility09,Hostility Q9,make4,CONTAINS
hostility09,Hostility Q9,minor4,CONTAINS
hostility09,Hostility Q9,people4,CONTAINS
hostility09,Hostility Q9,real4,CONTAINS
hostility09,Hostility Q9,really4,CONTAINS
hostility10,Hostility Q10,body4,CONTAINS
hostility10,Hostility Q10,deserve4,CONTAINS
hostility10,Hostility Q10,nasty4,CONTAINS
hostility10,Hostility Q10,short4,CONTAINS
impulsivi01,Impulsivity Q1,acting4,CONTAINS
impulsivi01,Impulsivity Q1,feeling4,CONTAINS
impulsivi01,Impulsivity Q1,impulse4,CONTAINS
impulsivi01,Impulsivity Q1,totally4,CONTAINS
impulsivi02,Impulsivity Q2,happen4,CONTAINS
impulsivi02,Impulsivity Q2,impulse4,CONTAINS
impulsivi02,Impulsivity Q2,might4,CONTAINS
impulsivi02,Impulsivity Q2,result4,CONTAINS
impulsivi02,Impulsivity Q2,thing4,CONTAINS
impulsivi02,Impulsivity Q2,think4,CONTAINS
impulsivi02,Impulsivity Q2,usual4,CONTAINS
impulsivi02,Impulsivity Q2,usually4,CONTAINS
impulsivi03,Impulsivity Q3,better4,CONTAINS
impulsivi03,Impulsivity Q3,decision4,CONTAINS
impulsivi03,Impulsivity Q3,know4,CONTAINS
impulsivi03,Impulsivity Q3,making4,CONTAINS
impulsivi03,Impulsivity Q3,rash4,CONTAINS
impulsivi04,Impulsivity Q4,moment4,CONTAINS
impulsivi04,Impulsivity Q4,spur4,CONTAINS
impulsivi04,Impulsivity Q4,thing4,CONTAINS
impulsivi05,Impulsivity Q5,acting4,CONTAINS
impulsivi05,Impulsivity Q5,before4,CONTAINS
impulsivi05,Impulsivity Q5,think4,CONTAINS
impulsivi05,Impulsivity Q5,usual4,CONTAINS
impulsivi05,Impulsivity Q5,usually4,CONTAINS
intimacya01,Intimacy Avoidance Q1,keep4,CONTAINS
intimacya01,Intimacy Avoidance Q1,life4,CONTAINS
intimacya01,Intimacy Avoidance Q1,prefer4,CONTAINS
intimacya01,Intimacy Avoidance Q1,refer4,CONTAINS
intimacya01,Intimacy Avoidance Q1,romance4,CONTAINS
intimacya02,Intimacy Avoidance Q2,being4,CONTAINS
intimacya02,Intimacy Avoidance Q2,enjoy4,CONTAINS
intimacya02,Intimacy Avoidance Q2,love4,CONTAINS
intimacya03,Intimacy Avoidance Q3,break4,CONTAINS
intimacya03,Intimacy Avoidance Q3,close4,CONTAINS
intimacya03,Intimacy Avoidance Q3,lose4,CONTAINS
intimacya03,Intimacy Avoidance Q3,relation4,CONTAINS
intimacya03,Intimacy Avoidance Q3,relationship4,CONTAINS
intimacya03,Intimacy Avoidance Q3,start4,CONTAINS
intimacya04,Intimacy Avoidance Q4,having4,CONTAINS
intimacya04,Intimacy Avoidance Q4,interest4,CONTAINS
intimacya04,Intimacy Avoidance Q4,just4,CONTAINS
intimacya04,Intimacy Avoidance Q4,relation4,CONTAINS
intimacya04,Intimacy Avoidance Q4,relationship4,CONTAINS
intimacya04,Intimacy Avoidance Q4,sex4,CONTAINS
intimacya05,Intimacy Avoidance Q5,clear4,CONTAINS
intimacya05,Intimacy Avoidance Q5,relation4,CONTAINS
intimacya05,Intimacy Avoidance Q5,relationship4,CONTAINS
intimacya05,Intimacy Avoidance Q5,romantic4,CONTAINS
intimacya05,Intimacy Avoidance Q5,steer4,CONTAINS
intimacya06,Intimacy Avoidance Q6,alone4,CONTAINS
intimacya06,Intimacy Avoidance Q6,being4,CONTAINS
intimacya06,Intimacy Avoidance Q6,close4,CONTAINS
intimacya06,Intimacy Avoidance Q6,having4,CONTAINS
intimacya06,Intimacy Avoidance Q6,lose4,CONTAINS
intimacya06,Intimacy Avoidance Q6,partner4,CONTAINS
intimacya06,Intimacy Avoidance Q6,prefer4,CONTAINS
intimacya06,Intimacy Avoidance Q6,refer4,CONTAINS
intimacya06,Intimacy Avoidance Q6,romantic4,CONTAINS
irrespons01,Irresponsibility Q1,irresponsible4,CONTAINS
irrespons01,Irresponsibility Q1,other4,CONTAINS
irrespons01,Irresponsibility Q1,responsible4,CONTAINS
irrespons01,Irresponsibility Q1,seeing4,CONTAINS
irrespons02,Irresponsibility Q2,care4,CONTAINS
irrespons02,Irresponsibility Q2,careless4,CONTAINS
irrespons02,Irresponsibility Q2,less4,CONTAINS
irrespons02,Irresponsibility Q2,often4,CONTAINS
irrespons02,Irresponsibility Q2,other4,CONTAINS
irrespons02,Irresponsibility Q2,pretty4,CONTAINS
irrespons02,Irresponsibility Q2,thing4,CONTAINS
irrespons03,Irresponsibility Q3,intend4,CONTAINS
irrespons03,Irresponsibility Q3,keep4,CONTAINS
irrespons03,Irresponsibility Q3,make4,CONTAINS
irrespons03,Irresponsibility Q3,promise4,CONTAINS
irrespons03,Irresponsibility Q3,real4,CONTAINS
irrespons03,Irresponsibility Q3,really4,CONTAINS
irrespons03,Irresponsibility Q3,tend4,CONTAINS
irrespons04,Irresponsibility Q4,bill4,CONTAINS
irrespons04,Irresponsibility Q4,bills4,CONTAINS
irrespons04,Irresponsibility Q4,forget4,CONTAINS
irrespons04,Irresponsibility Q4,often4,CONTAINS
irrespons04,Irresponsibility Q4,pay4,CONTAINS
irrespons05,Irresponsibility Q5,avoid4,CONTAINS
irrespons05,Irresponsibility Q5,responsibilities4,CONTAINS
irrespons05,Irresponsibility Q5,skip4,CONTAINS
irrespons05,Irresponsibility Q5,town4,CONTAINS
irrespons06,Irresponsibility Q6,appointment4,CONTAINS
irrespons06,Irresponsibility Q6,just4,CONTAINS
irrespons06,Irresponsibility Q6,meet4,CONTAINS
irrespons06,Irresponsibility Q6,mood4,CONTAINS
irrespons06,Irresponsibility Q6,point4,CONTAINS
irrespons06,Irresponsibility Q6,skip4,CONTAINS
irrespons07,Irresponsibility Q7,commit4,CONTAINS
irrespons07,Irresponsibility Q7,commitment4,CONTAINS
irrespons07,Irresponsibility Q7,follow4,CONTAINS
irrespons07,Irresponsibility Q7,through4,CONTAINS
manipulat01,Manipulativeness Q1,good4,CONTAINS
manipulat01,Manipulativeness Q1,making4,CONTAINS
manipulat01,Manipulativeness Q1,people4,CONTAINS
manipulat02,Manipulativeness Q2,other4,CONTAINS
manipulat02,Manipulativeness Q2,sweet-talk4,CONTAINS
manipulat02,Manipulativeness Q2,talk4,CONTAINS
manipulat03,Manipulativeness Q3,conn4,CONTAINS
manipulat03,Manipulativeness Q3,good4,CONTAINS
manipulat03,Manipulativeness Q3,people4,CONTAINS
manipulat04,Manipulativeness Q4,certain4,CONTAINS
manipulat04,Manipulativeness Q4,charm4,CONTAINS
manipulat04,Manipulativeness Q4,harm4,CONTAINS
manipulat04,Manipulativeness Q4,need4,CONTAINS
manipulat04,Manipulativeness Q4,turn4,CONTAINS
manipulat05,Manipulativeness Q5,advantage4,CONTAINS
manipulat05,Manipulativeness Q5,easy4,CONTAINS
manipulat05,Manipulativeness Q5,other4,CONTAINS
manipulat05,Manipulativeness Q5,take4,CONTAINS
perceptua01,Perceptual Dysregulation Q1,between4,CONTAINS
perceptua01,Perceptual Dysregulation Q1,difference4,CONTAINS
perceptua01,Perceptual Dysregulation Q1,dream4,CONTAINS
perceptua01,Perceptual Dysregulation Q1,life4,CONTAINS
perceptua01,Perceptual Dysregulation Q1,telling4,CONTAINS
perceptua01,Perceptual Dysregulation Q1,trouble4,CONTAINS
perceptua01,Perceptual Dysregulation Q1,waking4,CONTAINS
perceptua02,Perceptual Dysregulation Q2,body4,CONTAINS
perceptua02,Perceptual Dysregulation Q2,dead4,CONTAINS
perceptua02,Perceptual Dysregulation Q2,feeling4,CONTAINS
perceptua02,Perceptual Dysregulation Q2,real4,CONTAINS
perceptua02,Perceptual Dysregulation Q2,really4,CONTAINS
perceptua02,Perceptual Dysregulation Q2,sometime4,CONTAINS
perceptua02,Perceptual Dysregulation Q2,time4,CONTAINS
perceptua02,Perceptual Dysregulation Q2,weird4,CONTAINS
perceptua03,Perceptual Dysregulation Q3,often4,CONTAINS
perceptua03,Perceptual Dysregulation Q3,people4,CONTAINS
perceptua03,Perceptual Dysregulation Q3,remember4,CONTAINS
perceptua03,Perceptual Dysregulation Q3,talk4,CONTAINS
perceptua03,Perceptual Dysregulation Q3,thing4,CONTAINS
perceptua04,Perceptual Dysregulation Q4,different4,CONTAINS
perceptua04,Perceptual Dysregulation Q4,object4,CONTAINS
perceptua04,Perceptual Dysregulation Q4,ordinary4,CONTAINS
perceptua04,Perceptual Dysregulation Q4,seeing4,CONTAINS
perceptua04,Perceptual Dysregulation Q4,seem4,CONTAINS
perceptua04,Perceptual Dysregulation Q4,shape4,CONTAINS
perceptua04,Perceptual Dysregulation Q4,sometime4,CONTAINS
perceptua04,Perceptual Dysregulation Q4,time4,CONTAINS
perceptua04,Perceptual Dysregulation Q4,usual4,CONTAINS
perceptua04,Perceptual Dysregulation Q4,weird4,CONTAINS
perceptua05,Perceptual Dysregulation Q5,asleep4,CONTAINS
perceptua05,Perceptual Dysregulation Q5,dream4,CONTAINS
perceptua05,Perceptual Dysregulation Q5,dream-like4,CONTAINS
perceptua05,Perceptual Dysregulation Q5,fall4,CONTAINS
perceptua05,Perceptual Dysregulation Q5,image4,CONTAINS
perceptua05,Perceptual Dysregulation Q5,often4,CONTAINS
perceptua05,Perceptual Dysregulation Q5,seeing4,CONTAINS
perceptua05,Perceptual Dysregulation Q5,vivid4,CONTAINS
perceptua05,Perceptual Dysregulation Q5,waking4,CONTAINS
perceptua06,Perceptual Dysregulation Q6,familiar4,CONTAINS
perceptua06,Perceptual Dysregulation Q6,first4,CONTAINS
perceptua06,Perceptual Dysregulation Q6,look4,CONTAINS
perceptua06,Perceptual Dysregulation Q6,object4,CONTAINS
perceptua06,Perceptual Dysregulation Q6,seeing4,CONTAINS
perceptua06,Perceptual Dysregulation Q6,sometime4,CONTAINS
perceptua06,Perceptual Dysregulation Q6,time4,CONTAINS
perceptua07,Perceptual Dysregulation Q7,control4,CONTAINS
perceptua07,Perceptual Dysregulation Q7,often4,CONTAINS
perceptua07,Perceptual Dysregulation Q7,think4,CONTAINS
perceptua08,Perceptual Dysregulation Q8,belong4,CONTAINS
perceptua08,Perceptual Dysregulation Q8,control4,CONTAINS
perceptua08,Perceptual Dysregulation Q8,feeling4,CONTAINS
perceptua08,Perceptual Dysregulation Q8,long4,CONTAINS
perceptua08,Perceptual Dysregulation Q8,someone4,CONTAINS
perceptua08,Perceptual Dysregulation Q8,sometime4,CONTAINS
perceptua08,Perceptual Dysregulation Q8,thought4,CONTAINS
perceptua08,Perceptual Dysregulation Q8,time4,CONTAINS
perceptua09,Perceptual Dysregulation Q9,head4,CONTAINS
perceptua09,Perceptual Dysregulation Q9,removing4,CONTAINS
perceptua09,Perceptual Dysregulation Q9,someone4,CONTAINS
perceptua09,Perceptual Dysregulation Q9,sometime4,CONTAINS
perceptua09,Perceptual Dysregulation Q9,think4,CONTAINS
perceptua09,Perceptual Dysregulation Q9,thought4,CONTAINS
perceptua09,Perceptual Dysregulation Q9,time4,CONTAINS
perceptua10,Perceptual Dysregulation Q10,conn4,CONTAINS
perceptua10,Perceptual Dysregulation Q10,disconnect4,CONTAINS
perceptua10,Perceptual Dysregulation Q10,feeling4,CONTAINS
perceptua10,Perceptual Dysregulation Q10,period4,CONTAINS
perceptua10,Perceptual Dysregulation Q10,self4,CONTAINS
